locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKCPCKJH_03830	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
EKCPCKJH_03831	CDS	405				hypothetical protein
EKCPCKJH_03832	CDS	714				hypothetical protein
EKCPCKJH_03833	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
EKCPCKJH_03834	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EKCPCKJH_03835	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
EKCPCKJH_03836	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
EKCPCKJH_03837	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
EKCPCKJH_03838	CDS	297				hypothetical protein
EKCPCKJH_03839	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
EKCPCKJH_03840	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
EKCPCKJH_03841	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
EKCPCKJH_03842	CDS	687	trmH_2	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
EKCPCKJH_03843	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
EKCPCKJH_03844	CDS	1353	creD		COG4452	Inner membrane protein CreD
EKCPCKJH_03845	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
EKCPCKJH_03846	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
EKCPCKJH_03847	CDS	474				hypothetical protein
EKCPCKJH_03848	CDS	870	rob_2		COG2207	Right origin-binding protein
EKCPCKJH_03849	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
EKCPCKJH_03850	CDS	513	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
EKCPCKJH_03851	CDS	297	trpR		COG2973	Trp operon repressor
EKCPCKJH_03852	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
EKCPCKJH_03853	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
EKCPCKJH_03854	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
EKCPCKJH_03855	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
EKCPCKJH_03856	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
EKCPCKJH_03857	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
EKCPCKJH_03858	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
EKCPCKJH_03859	CDS	150				hypothetical protein
EKCPCKJH_03860	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
EKCPCKJH_03861	CDS	1224	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
EKCPCKJH_03862	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
EKCPCKJH_03863	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
EKCPCKJH_03864	CDS	1551	yjjI			putative protein YjjI
EKCPCKJH_03865	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
EKCPCKJH_03866	CDS	783	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
EKCPCKJH_03867	CDS	1074				hypothetical protein
EKCPCKJH_03868	CDS	162				hypothetical protein
EKCPCKJH_03869	CDS	606	osmY_2		COG2823	Osmotically-inducible protein Y
EKCPCKJH_03870	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
EKCPCKJH_03871	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
EKCPCKJH_03872	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
EKCPCKJH_03873	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
EKCPCKJH_03874	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
EKCPCKJH_03875	tRNA	87				tRNA-Leu(cag)
EKCPCKJH_03876	tRNA	87				tRNA-Leu(cag)
EKCPCKJH_03877	tRNA	87				tRNA-Leu(cag)
EKCPCKJH_03878	CDS	237				hypothetical protein
EKCPCKJH_03879	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
EKCPCKJH_03880	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
EKCPCKJH_03881	CDS	726	yjjQ			Putative transcription factor YjjQ
EKCPCKJH_03882	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
EKCPCKJH_03883	CDS	474				hypothetical protein
EKCPCKJH_03884	CDS	540	dnaT			Primosomal protein 1
EKCPCKJH_03885	CDS	738	dnaC		COG1484	DNA replication protein DnaC
EKCPCKJH_03886	CDS	495				hypothetical protein
EKCPCKJH_03887	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
EKCPCKJH_03888	CDS	1023	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
EKCPCKJH_03889	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
EKCPCKJH_03890	CDS	1362	lgoT_1			putative L-galactonate transporter
EKCPCKJH_03891	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
EKCPCKJH_03892	CDS	447	farR			HTH-type transcriptional regulator FarR
EKCPCKJH_03893	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
EKCPCKJH_03894	CDS	1467	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
EKCPCKJH_03895	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
EKCPCKJH_03896	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
EKCPCKJH_03897	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
EKCPCKJH_03898	CDS	789	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
EKCPCKJH_03899	CDS	1377	ttuB			Putative tartrate transporter
EKCPCKJH_03900	CDS	891	rhaR_6			HTH-type transcriptional activator RhaR
EKCPCKJH_03901	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
EKCPCKJH_03902	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
EKCPCKJH_03903	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
EKCPCKJH_03904	CDS	204				hypothetical protein
EKCPCKJH_03905	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
EKCPCKJH_03906	CDS	303				hypothetical protein
EKCPCKJH_03907	CDS	288				hypothetical protein
EKCPCKJH_03908	CDS	1167				hypothetical protein
EKCPCKJH_03909	CDS	1620				hypothetical protein
EKCPCKJH_03910	CDS	1383				hypothetical protein
EKCPCKJH_03911	CDS	3264				hypothetical protein
EKCPCKJH_03912	CDS	339	symE_6	3.1.-.-		Toxic protein SymE
EKCPCKJH_03913	CDS	150				hypothetical protein
EKCPCKJH_03914	CDS	1413	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
EKCPCKJH_03915	CDS	945				ISNCY family transposase ISRor2
EKCPCKJH_03916	CDS	1233	mdtM			Multidrug resistance protein MdtM
EKCPCKJH_03917	CDS	1281				hypothetical protein
EKCPCKJH_03918	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
EKCPCKJH_03919	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
EKCPCKJH_03920	CDS	258				hypothetical protein
EKCPCKJH_03921	CDS	972	yjiK		COG3204	putative protein YjiK
EKCPCKJH_03922	CDS	1179				hypothetical protein
EKCPCKJH_03923	CDS	555	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
EKCPCKJH_03924	CDS	684				hypothetical protein
EKCPCKJH_03925	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
EKCPCKJH_03926	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
EKCPCKJH_03927	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
EKCPCKJH_03928	CDS	393	iraD			Anti-adapter protein IraD
EKCPCKJH_03929	CDS	102	ytiC			Protein YtiC
EKCPCKJH_03930	CDS	831				hypothetical protein
EKCPCKJH_03931	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
EKCPCKJH_03932	CDS	195				hypothetical protein
EKCPCKJH_03933	CDS	1461	por_3	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
EKCPCKJH_03934	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
EKCPCKJH_03935	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
EKCPCKJH_03936	CDS	288				hypothetical protein
EKCPCKJH_03937	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
EKCPCKJH_03938	CDS	504	fimG_2			Protein FimG
EKCPCKJH_03939	CDS	531	fimF_2			Protein FimF
EKCPCKJH_03940	CDS	2637	fimD_2		COG3188	Outer membrane usher protein FimD
EKCPCKJH_03941	CDS	726	fimC			Chaperone protein FimC
EKCPCKJH_03942	CDS	498	lpfA			putative major fimbrial subunit LpfA
EKCPCKJH_03943	CDS	549	fimA_2			Type-1 fimbrial protein, A chain
EKCPCKJH_03944	CDS	597				ISKra4 family transposase ISCep1
EKCPCKJH_03945	CDS	603				ISKra4 family transposase ISCep1
EKCPCKJH_03946	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
EKCPCKJH_03947	CDS	1107	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
EKCPCKJH_03948	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
EKCPCKJH_03949	CDS	873				hypothetical protein
EKCPCKJH_03950	CDS	999				hypothetical protein
EKCPCKJH_03951	CDS	1044				hypothetical protein
EKCPCKJH_03952	CDS	3144				hypothetical protein
EKCPCKJH_03953	CDS	498				hypothetical protein
EKCPCKJH_03954	CDS	558				hypothetical protein
EKCPCKJH_03955	CDS	873				hypothetical protein
EKCPCKJH_03956	CDS	612				hypothetical protein
EKCPCKJH_03957	CDS	420				hypothetical protein
EKCPCKJH_03958	CDS	1827	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
EKCPCKJH_03959	CDS	468	ibpB_2		COG0071	Small heat shock protein IbpB
EKCPCKJH_03960	CDS	432				hypothetical protein
EKCPCKJH_03961	CDS	381				hypothetical protein
EKCPCKJH_03962	CDS	378			COG1662	IS1 family transposase IS1R
EKCPCKJH_03963	CDS	276			COG1662	IS1 family transposase IS1A
EKCPCKJH_03964	CDS	309				hypothetical protein
EKCPCKJH_03965	CDS	234				hypothetical protein
EKCPCKJH_03966	CDS	318				hypothetical protein
EKCPCKJH_03967	CDS	354				hypothetical protein
EKCPCKJH_03968	CDS	660				hypothetical protein
EKCPCKJH_03969	CDS	768				hypothetical protein
EKCPCKJH_03970	CDS	1296				hypothetical protein
EKCPCKJH_03971	CDS	360				hypothetical protein
EKCPCKJH_03972	CDS	2643				hypothetical protein
EKCPCKJH_03973	CDS	921				hypothetical protein
EKCPCKJH_03974	CDS	225				hypothetical protein
EKCPCKJH_03975	CDS	264				hypothetical protein
EKCPCKJH_03976	CDS	276				hypothetical protein
EKCPCKJH_03977	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
EKCPCKJH_03978	CDS	1197	gabP_2		COG1113	GABA permease
EKCPCKJH_03979	CDS	522				IS3 family transposase IS103
EKCPCKJH_03980	CDS	366				IS3 family transposase IS150
EKCPCKJH_03981	CDS	2268	elfC_2		COG3188	putative outer membrane usher protein ElfC
EKCPCKJH_03982	CDS	681	lpfB			putative fimbrial chaperone LpfB
EKCPCKJH_03983	CDS	513	ycbV_2		COG3539	putative fimbrial-like protein YcbV
EKCPCKJH_03984	CDS	591				ISKra4 family transposase ISCep1
EKCPCKJH_03985	CDS	924				hypothetical protein
EKCPCKJH_03986	CDS	1362				hypothetical protein
EKCPCKJH_03987	CDS	1503				hypothetical protein
EKCPCKJH_03988	CDS	873				hypothetical protein
EKCPCKJH_03989	CDS	201	glgS_2			Surface composition regulator
EKCPCKJH_03990	CDS	291				hypothetical protein
EKCPCKJH_03991	CDS	906	traC	2.7.7.-		DNA primase TraC
EKCPCKJH_03992	CDS	372				hypothetical protein
EKCPCKJH_03993	CDS	1596				hypothetical protein
EKCPCKJH_03994	CDS	465				hypothetical protein
EKCPCKJH_03995	CDS	267				hypothetical protein
EKCPCKJH_03996	CDS	1077	fic_2	2.7.7.-	COG3177	Protein adenylyltransferase SoFic
EKCPCKJH_03997	CDS	1014				hypothetical protein
EKCPCKJH_03998	CDS	216				hypothetical protein
EKCPCKJH_03999	CDS	1365				hypothetical protein
EKCPCKJH_04000	CDS	342	intS_2		COG0582	Prophage integrase IntS
EKCPCKJH_04001	tRNA	85				tRNA-Leu(caa)
EKCPCKJH_04002	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
EKCPCKJH_04003	CDS	1503				hypothetical protein
EKCPCKJH_04004	CDS	1083	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
EKCPCKJH_04005	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
EKCPCKJH_04006	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
EKCPCKJH_04007	CDS	483	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
EKCPCKJH_04008	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
EKCPCKJH_04009	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
EKCPCKJH_04010	CDS	504				hypothetical protein
EKCPCKJH_04011	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
EKCPCKJH_04012	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
EKCPCKJH_04013	CDS	231	yjgL_1			putative protein YjgL
EKCPCKJH_04014	CDS	1344	yjgL_2			putative protein YjgL
EKCPCKJH_04015	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
EKCPCKJH_04016	CDS	396	yjgH		COG0251	RutC family protein YjgH
EKCPCKJH_04017	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
EKCPCKJH_04018	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
EKCPCKJH_04019	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EKCPCKJH_04020	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
EKCPCKJH_04021	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
EKCPCKJH_04022	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
EKCPCKJH_04023	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
EKCPCKJH_04024	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
EKCPCKJH_04025	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
EKCPCKJH_04026	CDS	387	cybC		COG3783	Soluble cytochrome b562
EKCPCKJH_04027	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
EKCPCKJH_04028	CDS	552				hypothetical protein
EKCPCKJH_04029	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
EKCPCKJH_04030	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
EKCPCKJH_04031	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
EKCPCKJH_04032	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
EKCPCKJH_04033	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
EKCPCKJH_04034	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
EKCPCKJH_04035	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
EKCPCKJH_04036	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
EKCPCKJH_04037	CDS	252	chpS			Antitoxin ChpS
EKCPCKJH_04038	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
EKCPCKJH_04039	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
EKCPCKJH_04040	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
EKCPCKJH_04041	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
EKCPCKJH_04042	CDS	1344				hypothetical protein
EKCPCKJH_04043	CDS	207				hypothetical protein
EKCPCKJH_04044	CDS	558	ytfJ_2		COG3054	putative protein YtfJ
EKCPCKJH_04045	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
EKCPCKJH_04046	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
EKCPCKJH_04047	CDS	381				hypothetical protein
EKCPCKJH_04048	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
EKCPCKJH_04049	CDS	966	ytfF			Inner membrane protein YtfF
EKCPCKJH_04050	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
EKCPCKJH_04051	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
EKCPCKJH_04052	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
EKCPCKJH_04053	CDS	639				hypothetical protein
EKCPCKJH_04054	CDS	1149				IS200/IS605 family transposase IS609
EKCPCKJH_04055	CDS	615				hypothetical protein
EKCPCKJH_04056	CDS	558				hypothetical protein
EKCPCKJH_04057	CDS	450	rplI		COG0359	50S ribosomal protein L9
EKCPCKJH_04058	CDS	228	rpsR		COG0238	30S ribosomal protein S18
EKCPCKJH_04059	CDS	315	priB		COG2965	Primosomal replication protein N
EKCPCKJH_04060	CDS	396	rpsF		COG0360	30S ribosomal protein S6
EKCPCKJH_04061	CDS	276				hypothetical protein
EKCPCKJH_04062	CDS	552	yagU_2		COG3477	Inner membrane protein YagU
EKCPCKJH_04063	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
EKCPCKJH_04064	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
EKCPCKJH_04065	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
EKCPCKJH_04066	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
EKCPCKJH_04067	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
EKCPCKJH_04068	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
EKCPCKJH_04069	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
EKCPCKJH_04070	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
EKCPCKJH_04071	CDS	750				hypothetical protein
EKCPCKJH_04072	CDS	330	bsmA			Lipoprotein BsmA
EKCPCKJH_04073	CDS	276				hypothetical protein
EKCPCKJH_04074	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
EKCPCKJH_04075	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
EKCPCKJH_04076	CDS	639				hypothetical protein
EKCPCKJH_04077	CDS	399				hypothetical protein
EKCPCKJH_04078	CDS	660				hypothetical protein
EKCPCKJH_04079	CDS	699				hypothetical protein
EKCPCKJH_04080	CDS	402				hypothetical protein
EKCPCKJH_04081	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
EKCPCKJH_04082	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
EKCPCKJH_04083	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
EKCPCKJH_04084	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
EKCPCKJH_04085	CDS	198				hypothetical protein
EKCPCKJH_04086	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
EKCPCKJH_04087	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
EKCPCKJH_04088	CDS	1281	hflX		COG2262	GTPase HflX
EKCPCKJH_04089	CDS	309	hfq		COG1923	RNA-binding protein Hfq
EKCPCKJH_04090	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EKCPCKJH_04091	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
EKCPCKJH_04092	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
EKCPCKJH_04093	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
EKCPCKJH_04094	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
EKCPCKJH_04095	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
EKCPCKJH_04096	tRNA	76				tRNA-Gly(gcc)
EKCPCKJH_04097	tRNA	76				tRNA-Gly(gcc)
EKCPCKJH_04098	tRNA	76				tRNA-Gly(gcc)
EKCPCKJH_04099	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
EKCPCKJH_04100	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EKCPCKJH_04101	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
EKCPCKJH_04102	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
EKCPCKJH_04103	CDS	1458	yjeM			Inner membrane transporter YjeM
EKCPCKJH_04104	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
EKCPCKJH_04105	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
EKCPCKJH_04106	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
EKCPCKJH_04107	CDS	396	frdC		COG3029	Fumarate reductase subunit C
EKCPCKJH_04108	CDS	360	frdD		COG3080	Fumarate reductase subunit D
EKCPCKJH_04109	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
EKCPCKJH_04110	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
EKCPCKJH_04111	CDS	318	gdx		COG2076	Guanidinium exporter
EKCPCKJH_04112	CDS	147				hypothetical protein
EKCPCKJH_04113	CDS	126				hypothetical protein
EKCPCKJH_04114	CDS	567	efp		COG0231	Elongation factor P
EKCPCKJH_04115	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
EKCPCKJH_04116	CDS	870				hypothetical protein
EKCPCKJH_04117	CDS	354				hypothetical protein
EKCPCKJH_04118	CDS	1647	groL			60 kDa chaperonin
EKCPCKJH_04119	CDS	294	groS		COG0234	10 kDa chaperonin
EKCPCKJH_04120	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
EKCPCKJH_04121	CDS	477				hypothetical protein
EKCPCKJH_04122	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
EKCPCKJH_04123	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
EKCPCKJH_04124	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
EKCPCKJH_04125	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
EKCPCKJH_04126	CDS	576				hypothetical protein
EKCPCKJH_04127	tRNA	76				tRNA-Phe(gaa)
EKCPCKJH_04128	CDS	1539	cadC		COG3710	Transcriptional activator CadC
EKCPCKJH_04129	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
EKCPCKJH_04130	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
EKCPCKJH_04131	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
EKCPCKJH_04132	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
EKCPCKJH_04133	CDS	174	ghoT			Toxin GhoT
EKCPCKJH_04134	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
EKCPCKJH_04135	CDS	273	yjdJ		COG2388	putative protein YjdJ
EKCPCKJH_04136	CDS	231				hypothetical protein
EKCPCKJH_04137	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
EKCPCKJH_04138	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
EKCPCKJH_04139	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
EKCPCKJH_04140	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
EKCPCKJH_04141	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
EKCPCKJH_04142	CDS	1410	melB		COG2211	Melibiose carrier protein
EKCPCKJH_04143	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
EKCPCKJH_04144	CDS	909	melR_2			Melibiose operon regulatory protein
EKCPCKJH_04145	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
EKCPCKJH_04146	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
EKCPCKJH_04147	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
EKCPCKJH_04148	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
EKCPCKJH_04149	CDS	669	basR			Transcriptional regulatory protein BasR
EKCPCKJH_04150	CDS	1101	basS	2.7.13.3		Sensor protein BasS
EKCPCKJH_04151	CDS	90				hypothetical protein
EKCPCKJH_04152	CDS	1503	proP			Proline/betaine transporter
EKCPCKJH_04153	CDS	879				hypothetical protein
EKCPCKJH_04154	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
EKCPCKJH_04155	CDS	336				hypothetical protein
EKCPCKJH_04156	CDS	444				hypothetical protein
EKCPCKJH_04157	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
EKCPCKJH_04158	CDS	1017				hypothetical protein
EKCPCKJH_04159	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
EKCPCKJH_04160	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
EKCPCKJH_04161	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
EKCPCKJH_04162	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
EKCPCKJH_04163	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
EKCPCKJH_04164	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
EKCPCKJH_04165	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
EKCPCKJH_04166	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
